"circuit","pageUrl","alt","imageUrl","fileName","status","bytes","error"
"Anglesey Circuit","https://www.racingcircuits.info/europe/united-kingdom/anglesey-circuit.html","Map of Anglesey Circuit, Coastal Circuit 2006 to date","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Anglesey/AngleseyCoastal06.png","Anglesey-Circuit__AngleseyCoastal06__cdb8445f.png","skipped","68638",""
"Anglesey Circuit","https://www.racingcircuits.info/europe/united-kingdom/anglesey-circuit.html","Map of Anglesey Circuit, National Circuit 2006 to date","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Anglesey/AngleseyNational06.png","Anglesey-Circuit__AngleseyNational06__98e09c64.png","skipped","69438",""
"Anglesey Circuit","https://www.racingcircuits.info/europe/united-kingdom/anglesey-circuit.html","Map of Anglesey Circuit, Club Circuit 2006 to date","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Anglesey/AngleseyClub06.png","Anglesey-Circuit__AngleseyClub06__74f90d14.png","skipped","61464",""
"Anglesey Circuit","https://www.racingcircuits.info/europe/united-kingdom/anglesey-circuit.html","Map of Anglesey Circuit, Tŷ Croes Circuit 1997-2005","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Anglesey/TyCroes97.png","Anglesey-Circuit__TyCroes97__3ac2103a.png","skipped","58632",""
"Anglesey Circuit","https://www.racingcircuits.info/europe/united-kingdom/anglesey-circuit.html","Map of Anglesey Circuit, Tŷ Croes Circuit 1992-96","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Anglesey/TyCroes92.png","Anglesey-Circuit__TyCroes92__f7b75322.png","skipped","50568",""
"Arctic Circle Raceway","https://www.racingcircuits.info/europe/norway/arctic-circle-raceway.html","Map of Arctic Circle Raceway, Full Circuit 1995 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Norway/Arctic%20Circle%20Raceway/Arctic-Circle-Raceway95.png","Arctic-Circle-Raceway__Arctic-Circle-Raceway95__625e0ed6.png","skipped","57717",""
"Area 27","https://www.racingcircuits.info/north-america/canada/area-27.html","Map of Area 27, Full circuit 2016 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/Canada/Area%2027/Area-27-17.png","Area-27__Area-27-17__29e8d420.png","skipped","56614",""
"Area 27","https://www.racingcircuits.info/north-america/canada/area-27.html","Map of Area 27, Short circuit 2016 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/Canada/Area%2027/Area-27-Short-17.png","Area-27__Area-27-Short-17__b907616c.png","skipped","51628",""
"Arlington","https://www.racingcircuits.info/north-america/usa/arlington.html","Map of Arlington, Grand Prix Circuit 2026 onwards","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Arlington/Arlington-2026.png","Arlington__Arlington-2026__903ab579.png","skipped","136105",""
"Arroyo Seco","https://www.racingcircuits.info/north-america/usa/arroyo-seco.html","Map of Arroyo Seco, Full circuit (clockwise) 1998 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Arroyo%20Seco/Arroyo-Seco98.png","Arroyo-Seco__Arroyo-Seco98__1613258a.png","skipped","61351",""
"Arroyo Seco","https://www.racingcircuits.info/north-america/usa/arroyo-seco.html","Map of Arroyo Seco, Full circuit (counter-clockwise) 1998 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Arroyo%20Seco/Arroyo-SecoCCW98.png","Arroyo-Seco__Arroyo-SecoCCW98__e9844208.png","skipped","61273",""
"Arroyo Seco","https://www.racingcircuits.info/north-america/usa/arroyo-seco.html","Map of Arroyo Seco, Short circuit (clockwise) 1998 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Arroyo%20Seco/Arroyo-Seco-Short98.png","Arroyo-Seco__Arroyo-Seco-Short98__011d3930.png","skipped","54291",""
"Arroyo Seco","https://www.racingcircuits.info/north-america/usa/arroyo-seco.html","Map of Arroyo Seco, Short circuit (counter-clockwise) 1998 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Arroyo%20Seco/Arroyo-Seco-ShortCCW98.png","Arroyo-Seco__Arroyo-Seco-ShortCCW98__9ebdaa85.png","skipped","54242",""
"Ascari Race Resort","https://www.racingcircuits.info/europe/spain/ascari-race-resort.html","Map of Ascari Race Resort, Full circuit 2002 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Ascari/Ascari-Race-Resort02.png","Ascari-Race-Resort__Ascari-Race-Resort02__b174adb3.png","skipped","82463",""
"Ascari Race Resort","https://www.racingcircuits.info/europe/spain/ascari-race-resort.html","Map of Ascari Race Resort, Circuit 1 2002 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Ascari/Ascari-Race-Resort-Circuit-1-02.png","Ascari-Race-Resort__Ascari-Race-Resort-Circuit-1-02__d91cc28f.png","skipped","56146",""
"Ascari Race Resort","https://www.racingcircuits.info/europe/spain/ascari-race-resort.html","Map of Ascari Race Resort, Circuit 2 2002 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Ascari/Ascari-Race-Resort-Circuit2-02.png","Ascari-Race-Resort__Ascari-Race-Resort-Circuit2-02__151aad54.png","skipped","58869",""
"Ascari Race Resort","https://www.racingcircuits.info/europe/spain/ascari-race-resort.html","Map of Ascari Race Resort, Circuit 3 2002 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Ascari/Ascari-Race-Resort-Circuit3-02.png","Ascari-Race-Resort__Ascari-Race-Resort-Circuit3-02__d1762e14.png","skipped","56454",""
"Ascari Race Resort","https://www.racingcircuits.info/europe/spain/ascari-race-resort.html","Map of Ascari Race Resort, Circuit 1+2 2002 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Ascari/Ascari-Race-Resort-Circuit1+2-02.png","Ascari-Race-Resort__Ascari-Race-Resort-Circuit12-02__7cb43bd3.png","skipped","69183",""
"Ascari Race Resort","https://www.racingcircuits.info/europe/spain/ascari-race-resort.html","Map of Ascari Race Resort, Circuit 1+3 2002 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Ascari/Ascari-Race-Resort-Circuit1+3-02.png","Ascari-Race-Resort__Ascari-Race-Resort-Circuit13-02__12b7c5d6.png","skipped","70249",""
"Ashkelon","https://www.racingcircuits.info/middle-east/israel/ashkelon.html","Map of Ashkelon, Barnea Beach Street Circuit 1970","https://www.racingcircuits.info/assets/images/maps/Middle%20East/Israel/Ashkelon/Ashkelon-1970.png","Ashkelon__Ashkelon-1970__c3f1669f.png","skipped","70450",""
"Athens Circuit","https://www.racingcircuits.info/europe/greece/athens-circuit.html","Map of Athens Circuit, Full circuit 1998 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Greece/Megara/Megara98.png","Athens-Circuit__Megara98__34c6d900.png","skipped","57768",""
"Atlanta Motor Speedway","https://www.racingcircuits.info/north-america/usa/atlanta-motor-speedway.html","Map of Atlanta Motor Speedway, Atlanta Motor Speedway 1997 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/AtlantaMS/Atlanta-Motor-Speedway-1997.png","Atlanta-Motor-Speedway__Atlanta-Motor-Speedway-1997__523447c5.png","skipped","156578",""
"Atlanta Motor Speedway","https://www.racingcircuits.info/north-america/usa/atlanta-motor-speedway.html","Map of Atlanta Motor Speedway, Atlanta Motor Speedway Road Course 1997 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/AtlantaMS/Atlanta-Motor-Speedway-Road-1997.png","Atlanta-Motor-Speedway__Atlanta-Motor-Speedway-Road-1997__7301bfe4.png","skipped","155555",""
"Atlanta Motor Speedway","https://www.racingcircuits.info/north-america/usa/atlanta-motor-speedway.html","Map of Atlanta Motor Speedway, Atlanta Motor Speedway Legends Oval 1997 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/AtlantaMS/Atlanta-Motor-Speedway--Legends-1997.png","Atlanta-Motor-Speedway__Atlanta-Motor-Speedway--Legends-1997__e3e0c458.png","skipped","104048",""
"Atlanta Motor Speedway","https://www.racingcircuits.info/north-america/usa/atlanta-motor-speedway.html","Map of Atlanta Motor Speedway, Atlanta Motor Speedway 1992-96","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/AtlantaMS/Atlanta-Motor-Speedway-1992.png","Atlanta-Motor-Speedway__Atlanta-Motor-Speedway-1992__e3a1039a.png","skipped","132001",""
"Atlanta Motor Speedway","https://www.racingcircuits.info/north-america/usa/atlanta-motor-speedway.html","Map of Atlanta Motor Speedway, Atlanta Motor Speedway Road Course 1992-96","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/AtlantaMS/Atlanta-Motor-Speedway-Road-1992.png","Atlanta-Motor-Speedway__Atlanta-Motor-Speedway-Road-1992__a7bec04f.png","skipped","148243",""
"Atlanta Motor Speedway","https://www.racingcircuits.info/north-america/usa/atlanta-motor-speedway.html","Map of Atlanta Motor Speedway, Atlanta Motor Speedway Club Course 1992-96","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/AtlantaMS/Atlanta-Motor-Speedway-Club-1992.png","Atlanta-Motor-Speedway__Atlanta-Motor-Speedway-Club-1992__24dfd46e.png","skipped","119890",""
"Atlanta Motor Speedway","https://www.racingcircuits.info/north-america/usa/atlanta-motor-speedway.html","Map of Atlanta Motor Speedway, Atlanta International Speedway 1960-91","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/AtlantaMS/Atlanta-International-Speedway-1960.png","Atlanta-Motor-Speedway__Atlanta-International-Speedway-1960__c7c7f4af.png","skipped","100094",""
"Atlanta Motorsports Park","https://www.racingcircuits.info/north-america/usa/atlanta-motorsports-park.html","Map of Atlanta Motorsports Park, Full circuit 2013 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Atlanta%20Motorsports%20Park/Atlanta-Motorsports-Park13.png","Atlanta-Motorsports-Park__Atlanta-Motorsports-Park13__881cceae.png","skipped","87566",""
"Atlanta Motorsports Park","https://www.racingcircuits.info/north-america/usa/atlanta-motorsports-park.html","Map of Atlanta Motorsports Park, Variation 1 circuit 2013 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Atlanta%20Motorsports%20Park/Atlanta-Motorsports-Park-V1-13.png","Atlanta-Motorsports-Park__Atlanta-Motorsports-Park-V1-13__e79bf977.png","skipped","71095",""
"Atlanta Motorsports Park","https://www.racingcircuits.info/north-america/usa/atlanta-motorsports-park.html","Map of Atlanta Motorsports Park, Variation 2 circuit 2013 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Atlanta%20Motorsports%20Park/Atlanta-Motorsports-Park-V2-13.png","Atlanta-Motorsports-Park__Atlanta-Motorsports-Park-V2-13__6854cf20.png","skipped","76065",""
"Atlanta Motorsports Park","https://www.racingcircuits.info/north-america/usa/atlanta-motorsports-park.html","Map of Atlanta Motorsports Park, Variation 3 circuit 2013 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Atlanta%20Motorsports%20Park/Atlanta-Motorsports-Park-V3-13.png","Atlanta-Motorsports-Park__Atlanta-Motorsports-Park-V3-13__6e829ecc.png","skipped","84214",""
"Atlanta Motorsports Park","https://www.racingcircuits.info/north-america/usa/atlanta-motorsports-park.html","Map of Atlanta Motorsports Park, Variation 4 circuit 2013 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Atlanta%20Motorsports%20Park/Atlanta-Motorsports-Park-V4-13.png","Atlanta-Motorsports-Park__Atlanta-Motorsports-Park-V4-13__e8934eed.png","skipped","81666",""
"Atlanta Motorsports Park","https://www.racingcircuits.info/north-america/usa/atlanta-motorsports-park.html","Map of Atlanta Motorsports Park, Drift oval circuit 2013 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Atlanta%20Motorsports%20Park/Atlanta-Motorsports-Park-Drift-Oval-13.png","Atlanta-Motorsports-Park__Atlanta-Motorsports-Park-Drift-Oval-13__a137aed4.png","skipped","66965",""
"Atlantic Motorsport Park","https://www.racingcircuits.info/north-america/canada/atlantic-motorsport-park.html","Map of Atlantic Motorsport Park, Full circuit 1974 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/Canada/Atlantic%20Motorsport%20Park/Atlantic-Motorsport-Park.png","Atlantic-Motorsport-Park__Atlantic-Motorsport-Park__da396413.png","skipped","77085",""
"Audru Ring","https://www.racingcircuits.info/europe/estonia/audru-ring.html","Map of Audru Ring, Full course 2012 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Estonia/Auto24%20Ring/Auto24-Ring12.png","Audru-Ring__Auto24-Ring12__553e3467.png","skipped","51312",""
"Audru Ring","https://www.racingcircuits.info/europe/estonia/audru-ring.html","Map of Audru Ring, Põhjaring (North course) 2012 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Estonia/Auto24%20Ring/Auto24-Ring-North12.png","Audru-Ring__Auto24-Ring-North12__989e7adc.png","skipped","39220",""
"Audru Ring","https://www.racingcircuits.info/europe/estonia/audru-ring.html","Map of Audru Ring, Lõunaring (South course) 2012 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Estonia/Auto24%20Ring/Auto24-Ring-South12.png","Audru-Ring__Auto24-Ring-South12__6770167b.png","skipped","40680",""
"Audru Ring","https://www.racingcircuits.info/europe/estonia/audru-ring.html","Map of Audru Ring, Long course 2001-2011","https://www.racingcircuits.info/assets/images/maps/Europe/Estonia/Auto24%20Ring/Audru-Ring01.png","Audru-Ring__Audru-Ring01__e68d84d9.png","skipped","45491",""
"Audru Ring","https://www.racingcircuits.info/europe/estonia/audru-ring.html","Map of Audru Ring, Grand Prix course 2001-2011","https://www.racingcircuits.info/assets/images/maps/Europe/Estonia/Auto24%20Ring/Audru-Ring-Short1-01.png","Audru-Ring__Audru-Ring-Short1-01__602ec563.png","skipped","44234",""
"Audru Ring","https://www.racingcircuits.info/europe/estonia/audru-ring.html","Map of Audru Ring, Pärnu Ring 1989-2000","https://www.racingcircuits.info/assets/images/maps/Europe/Estonia/Auto24%20Ring/Parnu-Ring89.png","Audru-Ring__Parnu-Ring89__02c7990d.png","skipped","49078",""
"Audru Ring","https://www.racingcircuits.info/europe/estonia/audru-ring.html","Map of Audru Ring, Sauga Kolmnurk 1933-196?","https://www.racingcircuits.info/assets/images/maps/Europe/Estonia/Auto24%20Ring/Sauga-Kolmnurk33.png","Audru-Ring__Sauga-Kolmnurk33__4d86f180.png","skipped","48325",""
"Augusta International Raceway","https://www.racingcircuits.info/north-america/usa/augusta-international-raceway.html","Map of Augusta International Raceway, Road Course 1963-69","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Augusta%20International%20Raceway/Augusta63.png","Augusta-International-Raceway__Augusta63__0dd7ca23.png","skipped","59610",""
"Auto Club Speedway, Fontana","https://www.racingcircuits.info/north-america/usa/auto-club-speedway,-fontana.html","Map of Auto Club Speedway, Fontana, Superspeedway 2001 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Fontana/fontana-01.png","Auto-Club-Speedway,-Fontana__fontana-01__5ea12386.png","skipped","79455",""
"Auto Club Speedway, Fontana","https://www.racingcircuits.info/north-america/usa/auto-club-speedway,-fontana.html","Map of Auto Club Speedway, Fontana, Road Course 2001 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Fontana/fontanaroad-01.png","Auto-Club-Speedway,-Fontana__fontanaroad-01__1d4a72d0.png","skipped","85073",""
"Auto Club Speedway, Fontana","https://www.racingcircuits.info/north-america/usa/auto-club-speedway,-fontana.html","Map of Auto Club Speedway, Fontana, Motorcycle Road Course 2001 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Fontana/fontanabike-01.png","Auto-Club-Speedway,-Fontana__fontanabike-01__8d315e09.png","skipped","84813",""
"Auto Club Speedway, Fontana","https://www.racingcircuits.info/north-america/usa/auto-club-speedway,-fontana.html","Map of Auto Club Speedway, Fontana, 2023 'Next Gen' Oval Proposal 2001 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Fontana/Fontana-2023-Proposal.png","Auto-Club-Speedway,-Fontana__Fontana-2023-Proposal__2ece6ada.png","skipped","25535",""
